"study_id" "identifier" "therapeutic_area" "type" "route_of_administration" "species" "duration" "dose" "pre_treatment" "dose_interval" "dose_lethality" "noael" "noael_sex" "adverse_findings" "body_weight" "body_weight_gain" "death_diagnosis" "neurological_clinical_signs" "git_clinical_signs" "other_clinical_signs" "lab_measurements" "macroscopic" "macroscopic_target" "pathology" "organ_weight" "organ_weight_target" "cardiovascular_effects"
"297" "Study 68" "Compound 14" "Neuroscience" "sm" "oral gavage" "cynomolgus" 13 "60-80-100-120" "NA" "day" "100 (adverse cns clinical signs)" "no" "NA" "yes" "no" "no" "no" "yes-abnormal gait-na,yes-hypoactivity-na" "no" "no" "yes-na" "no" "no" "ayes" "yes-slight-increase-na" "kidney" "no"
"298" "Study 69" "Compound 14" "Neuroscience" "sm" "oral gavage" "rat" 13 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"299" "Study 69" "Compound 14" "Neuroscience" "sm" "oral gavage" "rat" 13 "0.5" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "yes-slight-hypoactivity-r" "no" "no" "yes-na" "no" "no" "no" "no" "no" "no"
"300" "Study 69" "Compound 14" "Neuroscience" "sm" "oral gavage" "rat" 13 "4" "yes-slight-hypoactivity-r" "day" "NA" "yes" "both" "no" "no" "yes-slight-decrease-r" "no" NA "no" "no" "yes-na" "no" "no" "yes" "no" "no" "no"
"301" "Study 69" "Compound 14" "Neuroscience" "sm" "oral gavage" "rat" 13 "28" "NA" "day" "NA" "no" "NA" "yes" "no" "yes-slight-decrease-r" "no" "yes-slight-hypoactivity-r" "no" "no" "yes-na" "no" "no" "ayes" "yes-increase-r" "liver" "no"
"302" "Study 70" "Compound 14" "Neuroscience" "sm" "oral" "cynomolgus" 13 "0" "NA" "day" "NA" "NA" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"303" "Study 70" "Compound 14" "Neuroscience" "sm" "oral" "cynomolgus" 13 "0.5" "NA" "day" "NA" "NA" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"304" "Study 70" "Compound 14" "Neuroscience" "sm" "oral" "cynomolgus" 13 "2.5" "NA" "day" "NA" "NA" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"305" "Study 70" "Compound 14" "Neuroscience" "sm" "oral" "cynomolgus" 13 "10" "NA" "day" "NA" "NA" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"306" "Study 70" "Compound 14" "Neuroscience" "sm" "oral" "cynomolgus" 13 "30" "NA" "day" "NA" "NA" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"307" "Study 71" "Compound 14" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "0" "NA" "day" "NA" "NA" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"308" "Study 71" "Compound 14" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "0.5" "NA" "day" "NA" "NA" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"309" "Study 71" "Compound 14" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "2.5" "NA" "day" "NA" "NA" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"310" "Study 71" "Compound 14" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "10" "NA" "day" "NA" "NA" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "yes" "yes-minimal-increase-r" "liver" "no"
"311" "Study 72" "Compound 14" "Neuroscience" "sm" "oral gavage" "rat" 4 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"312" "Study 72" "Compound 14" "Neuroscience" "sm" "oral gavage" "rat" 4 "1" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "yes-hypoactivity-r" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"313" "Study 72" "Compound 14" "Neuroscience" "sm" "oral gavage" "rat" 4 "5" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "yes-hypoactivity-r" "no" "no" "yes-r" "no" "no" "no" "yes-slight-increase-na" "adrenal gland" "no"
"314" "Study 72" "Compound 14" "Neuroscience" "sm" "oral gavage" "rat" 4 "25" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "yes-hypoactivity-r" "no" "no" "yes-r" "no" "no" "yes" "yes-increase-na, yes-slight-increase-na" "liver, adrenal gland" "no"
"315" "Study 72" "Compound 14" "Neuroscience" "sm" "oral gavage" "rat" 4 "100" "NA" "day" "NA" "no" "NA" "no" "yes-slight-decrease-r" "no" "no" "yes-hypoactivity-r" "no" "no" "yes-r" "yes-increase-na" "thyroid gland" "yes" "yes-increase-na, yes-slight-increase-na" "liver, adrenal gland" "no"
"316" "Study 73" "Compound 15" "Neuroscience" "sm" "oral" "cynomolgus" 36 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"317" "Study 73" "Compound 15" "Neuroscience" "sm" "oral" "cynomolgus" 36 "1" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "yes" "no" "no" "no"
"318" "Study 73" "Compound 15" "Neuroscience" "sm" "oral" "cynomolgus" 36 "3" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "yes-tremor-r" "no" "no" "yes-r" "no" "no" "yes" "no" "no" "no"
"319" "Study 73" "Compound 15" "Neuroscience" "sm" "oral" "cynomolgus" 36 "9" "NA" "day" "NA" "yes" "both" "no" "no" "yes-decrease-r" "no" "yes-tremor-r" "no" "no" "yes-r" "no" "no" "yes" "no" "no" "no"
"320" "Study 74" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"321" "Study 74" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 26 "3 male & 1 female" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "yes" "no" "no" "no"
"322" "Study 74" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 26 "10 male & 3 female" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "yes" "no" "no" "no"
"323" "Study 74" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 26 "30 male &10 female" "NA" "day" "NA" "no" "NA" "yes" "yes-minimal-decrease-r" "yes-minimal-decrease-r" "no" "ayes-marked-hypoactivity-r, ayes-marked-abnormal posture-r,  ayes-marked-piloerection-r, yes-marked-abnormal gait-r" "no" "ayes-marked-partially closed or closed eyes-r, ayes-marked-irregular respiration-r" "yes-na" "no" "no" "yes" "no" "no" "no"
"324" "Study 75" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"325" "Study 75" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 26 "3 male & 1 female" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"326" "Study 75" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 26 "10 male & 3 female" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"327" "Study 75" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 26 "30/45 male & 10/15 female" "NA" "day" "NA" "yes" "both (30/10)" "no" "yes-decrease-r" "yes-decrease-r" "no" "yes-marked-hyperactivity-r, yes-marked-piloerection-r, yes-marked-abnormal posture-r, yes-marked-hypoactivity-r, yes-marked-abnormal gait-r, yes-abnormal behavior-r" "yes-salivation-r" "yes-marked-partially closed or closed eyes-r, yes-marked-irregular respiration-r,   yes-hypothermia-r, yes-abnormal haircoat-na" "yes-r" "yes-abnormalities-na" "tooth" "no" "no" "no" "no"
"328" "Study 76" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"329" "Study 76" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 26 "1" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"330" "Study 76" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 26 "3" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"331" "Study 76" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 26 "9" "NA" "day" "NA" "no" "NA" "yes" "yes-decrease-na" "no" "no" "ayes-hypoactivity-na, ayes-tremor-na, ayes-abnormal gait-na, ayes-abnormal posture-na" "no" "no" "ayes-na" "no" "no" "no" "no" "no" "no"
"332" "Study 76" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 26 "42347" "NA" "day" "NA" "no" "NA" "yes" "yes-decrease-na" "no" "no" "ayes-hypoactivity-na, ayes-tremor-na, ayes-abnormal gait-na, ayes-abnormal posture-na" "no" "no" "ayes-na" "no" "no" "no" "no" "no" "no"
"333" "Study 77" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 52 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"334" "Study 77" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 52 "1" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"335" "Study 77" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 52 "3" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"336" "Study 77" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 52 "9" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "no" "ayes-hypoactivity-r, ayes-abnormal gait-r, ayes-abnormal posture-r" "no" "no" "yes-r" "no" "no" "no" "no" "no" "ayes-pr prolongation-r, ayes-second degree atrioventricular block-r, ayes-hypoactivity-r, ayes-reduced heart rate-r, ayes-extrasystoles-r"
"337" "Study 78" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 6 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"338" "Study 78" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 6 "3.75 male &1 female" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"339" "Study 78" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 6 "12 male & 3.75 female" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"340" "Study 78" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 6 "30 male & 12 female" "NA" "day" "NA" "no" "NA" "yes" "no" "ayes-decrease-na" "no" "ayes- hypoactivity-r, ayes-abnormal posture-r" "ayes-salivation -r" "ayes-hypothermia-r" "yes-r" "no" "no" "no" "no" "no" "no"
"341" "Study 79" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 6 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"342" "Study 79" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 6 "2.4 male & 0.75 female" "NA" "day" "NA" "yes" "male" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"343" "Study 79" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 6 "8 male & 2.4 female" "NA" "day" "NA" "yes" "female" "yes" "ayes-decrease-r" "no" "no" "ayes-hypoactivity-r, ayes-tremor-r, ayes-abnormal posture-r" "ayes-excessive salivation-r" "no" "no" "no" "no" "no" "no" "no" "no"
"344" "Study 79" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 6 "20 male & 8 female" "NA" "day" "NA" "no" "NA" "yes" "ayes-decrease-r" "no" "no" "ayes-severe-hypoactivity-r, ayes-tremor-r, ayes-abnormal gait-r, ayes-abnormal posture-r" "ayes-excessive salivation-r" "ayes-morbidity-r, ayes-discharge-r, ayes-hypothermia-r" "no" "no" "no" "no" "no" "no" "no"
"345" "Study 80" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 2 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" NA "no" "no" "no" "no" "no" "no"
"346" "Study 80" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 2 "6 male & 2 female" "NA" "day" "NA" "yes" "female" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "no" "no" "no" "no"
"347" "Study 80" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 2 "12 male & 6 female" "NA" "day" "NA" "yes" "male" "no" "no" "no" "no" "no" "no" "no" "ayes-mild-hematology changes for female-na" "no" "no" "no" "no" "no" "no"
"348" "Study 80" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 2 "20 male & 12 female" "NA" "day" "NA" "no" "NA" "yes" "ayes-decrease-na" "no" "no" "yes-hypoactivity-r, yes-abnormal posture-r, yes-abnormal gait-r" "no" "yes-hypothermia-r" "ayes- mild-hematology changes for female and clinical chemisty changes for male-na" "no" "no" "no" "no" "no" "no"
"349" "Study 80" "Compound 15" "Neuroscience" "sm" "oral gavage" "rat" 2 "60 male & 10 female" "NA" "day" "NA" "no" "NA" "yes" "ayes-decrease-na" "no" "no" "yes-hypoactivity-r, yes-abnormal posture-r, yes-abnormal gait-r" "no" "yes-hypothermia-r" "ayes- mild-hematology changes for female and clinical chemisty changes for male-na" "no" "no" "no" "yes-decrease-na" "thymus gland" "no"
"350" "Study 81" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"351" "Study 81" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "2/4 male & 1/2 female" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"352" "Study 81" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "6/12 male & 2/4 female" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"353" "Study 81" "Compound 15" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "12/24 male & 6/12 female" "NA" "day" "NA" "no" "NA" "yes" "yes-decrease-na" "no" "no" "ayes-abnormal gait-na, ayes-tremor-na, ayes-hypoactivity-na, ayes-abnormal posture-na" "ayes-excessive salivation-na" "ayes-hypothermia-na" "no" "no" "no" "no" "no" "no" "yes-slight-bradycardia-na, yes-mild-qtc prolongation-na"
"354" "Study 82" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"355" "Study 82" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 26 "10" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"356" "Study 82" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 26 "50" "NA" "day" "NA" "yes" "both" "no" "yes-decrease-r" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "yes-increase-r,  yes-increase-r, yes-increase-r, yes-increase-r" "spleen,kidney,brain,ovary" "no"
"357" "Study 82" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 26 "200" "NA" "day" "NA" "no" "NA" "yes" "yes-decrease-r" "ayes-decrease-r, yes-increase-ap_r" "no" "no" "yes-excess salivation-na" "no" "yes-r" "no" "no" "no" "ayes-decrease-r, ayes-increase-r, ayes-increase-nr, ayes-increase-r, ayes-increase-r, yes-increase-r, yes-increase-r, yes-increase-r, yes-increase-r" "salivary gland,spleen,heart,liver,kidney,thyroid gland,brain,ovary,adrenal gland" "no"
"358" "Study 83" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "cynomolgus" 13 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"359" "Study 83" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "cynomolgus" 13 "2.5" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"360" "Study 83" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "cynomolgus" 13 "7.5" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"361" "Study 83" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "cynomolgus" 13 "20" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"362" "Study 84" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 4 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"363" "Study 84" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 4 "10" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"364" "Study 84" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 4 "50" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-salivation-r" "no" "no" "no" "no" "no" "no" "no" "no"
"365" "Study 84" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 4 "200" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-salivation-r" "no" "ayes-r (increased liver enzymes and higher cholesterol)" "no" "no" "yes" "ayes-mild-increase-r" "liver" "no"
"366" "Study 85" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "cynomolgus" 6 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"367" "Study 85" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "cynomolgus" 6 "1" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"368" "Study 85" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "cynomolgus" 6 "5" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"369" "Study 85" "Compound 16" "Cardiovascular and Metabolism" "sm" "oral gavage" "cynomolgus" 6 "15" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "ayes-slight- increased liver enzymes" "no" "no" "no" "no" "no" "no"
"370" "Study 86" "Compound 17" "Neuroscience" "sm" "oral gavage" "rat" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"371" "Study 86" "Compound 17" "Neuroscience" "sm" "oral gavage" "rat" 26 "6 male & 2 female" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "yes" "yes-increase-r" "spleen" "no"
"372" "Study 86" "Compound 17" "Neuroscience" "sm" "oral gavage" "rat" 26 "18 male & 6 female" "NA" "day" "NA" "no" "NA" "yes" "yes-decrease-r" "yes-decrease-r" "no" "ayes-abnormal posture-r, ayes-abnormal gait-r" "no" "no" "yes-r" "no" "no" "yes" "yes-increase-r" "spleen" "no"
"373" "Study 86" "Compound 17" "Neuroscience" "sm" "oral gavage" "rat" 26 "36/24 male & 18/12 female" "NA" "day" "36 male & 18 female (adverse clinincal signs)" "no" "NA" "yes" "yes-decrease-r" "yes-decrease-r" "no" "ayes-abnormal posture-r, ayes-piloerection-r, ayes-abnormal gait-r" "no" "no" "yes-r" "no" "no" "yes" "yes-increase-r" "spleen" "no"
"374" "Study 87" "Compound 17" "Neuroscience" "sm" "oral gavage" "cynomolgus" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"375" "Study 87" "Compound 17" "Neuroscience" "sm" "oral gavage" "cynomolgus" 26 "2.5" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "no" "no" "no" "no"
"376" "Study 87" "Compound 17" "Neuroscience" "sm" "oral gavage" "cynomolgus" 26 "8" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "yes-hypoactivity-r,yes-tremor-r" "no" "yes-morbidity-r" "yes-na" "no" "no" "no" "no" "no" "no"
"377" "Study 87" "Compound 17" "Neuroscience" "sm" "oral gavage" "cynomolgus" 26 "24/19/14" "NA" "day" "24/19( adverse clinical signs)" "no" "NA" "yes" "yes-decrease-r" "yes-decrease-r" "yes" "ayes-hypoactivity-r, yes-tremor-r, ayes-abnormal gait-r, ayes-abnormal posture-r" "yes-salivation-r" "ayes-morbidity-r, yes-irregular respiration-r, yes-hypothermia-r, yes-dehydration-r" "yes-na" "no" "no" "no" "no" "no" "yes-increased heart rate-r, yes- QT prolongation-r"
"378" "Study 88" "Compound 17" "Neuroscience" "sm" "oral gavage" "cynomolgus" 6 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"379" "Study 88" "Compound 17" "Neuroscience" "sm" "oral gavage" "cynomolgus" 6 "2.5" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"380" "Study 88" "Compound 17" "Neuroscience" "sm" "oral gavage" "cynomolgus" 6 "8" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"381" "Study 88" "Compound 17" "Neuroscience" "sm" "oral gavage" "cynomolgus" 6 "24/19.2" "NA" "day" "NA" "no" "NA" "yes" "yes-decrease-r" "no" "no" "ayes-hypoactivity-r, ayes-abnormal posture-r, yes-tremor-r, yes-abnormal gait-r" "yes-excessive salivation-r" "no" "no" "no" "no" "no" "no" "no" "ayes-decreased heart rate-r, ayes-increased PR interval-r, ayes-increased QTc interval-r"
"382" "Study 89" "Compound 17" "Neuroscience" "sm" "oral gavage" "rat" 6 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"383" "Study 89" "Compound 17" "Neuroscience" "sm" "oral gavage" "rat" 6 "6 male & 2 female" "NA" "day" "NA" "yes" "male" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"384" "Study 89" "Compound 17" "Neuroscience" "sm" "oral gavage" "rat" 6 "18 male & 6 female" "NA" "day" "NA" "yes" "female" "yes" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "ayes" "no" "no" "no"
"385" "Study 89" "Compound 17" "Neuroscience" "sm" "oral gavage" "rat" 6 "36 male & 18 female" "NA" "day" "NA" "no" "NA" "yes" "ayes-moderate-decrease-r" "no" "no" "ayes-abnormal posture-r, ayes-piloerection-r, ayes-hypoactivity-r" "no" "ayes-hypothermia-r" "yes-r" "no" "no" "ayes" "yes-slight-increase-r" "adrenal gland" "no"
"386" "Study 90" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "cynomolgus" 52 "0" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"387" "Study 90" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "cynomolgus" 52 "0.5" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "yes-vomitus-na, yes-non formed feces-na, yes-liquid feces-na" "no" "no" "no" "no" "ayes" "no" "no" "no"
"388" "Study 90" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "cynomolgus" 52 "1.5" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "yes-vomitus-na, yes-non formed feces-na, yes-liquid feces-na" "no" "no" "no" "no" "ayes" "no" "no" "no"
